"Jahr","Gemeinde_Nr","Gemeinde","Abfallart","Wert","Einheit"
2012,178,"Russikon","Brennbare Abfälle und Sperrgut",774,"Tonnen"
2012,178,"Russikon","Biogene Abfälle",314,"Tonnen"
2012,178,"Russikon","Papier",271,"Tonnen"
2012,178,"Russikon","Karton",72,"Tonnen"
2012,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,178,"Russikon","Glas",117,"Tonnen"
2012,178,"Russikon","Metalle",50,"Tonnen"
2012,178,"Russikon","Altöl",1,"Tonnen"
2012,178,"Russikon","Grubengut",16,"Tonnen"
2011,178,"Russikon","Brennbare Abfälle und Sperrgut",765,"Tonnen"
2011,178,"Russikon","Biogene Abfälle",292,"Tonnen"
2011,178,"Russikon","Papier",284,"Tonnen"
2011,178,"Russikon","Karton",71,"Tonnen"
2011,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,178,"Russikon","Glas",110,"Tonnen"
2011,178,"Russikon","Metalle",67,"Tonnen"
2011,178,"Russikon","Altöl",1,"Tonnen"
2011,178,"Russikon","Grubengut",10,"Tonnen"
2010,178,"Russikon","Brennbare Abfälle und Sperrgut",762,"Tonnen"
2010,178,"Russikon","Biogene Abfälle",420,"Tonnen"
2010,178,"Russikon","Papier",300,"Tonnen"
2010,178,"Russikon","Karton",65,"Tonnen"
2010,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,178,"Russikon","Glas",110,"Tonnen"
2010,178,"Russikon","Metalle",53,"Tonnen"
2010,178,"Russikon","Altöl",1,"Tonnen"
2010,178,"Russikon","Grubengut",11,"Tonnen"
2009,178,"Russikon","Brennbare Abfälle und Sperrgut",769,"Tonnen"
2009,178,"Russikon","Biogene Abfälle",341,"Tonnen"
2009,178,"Russikon","Papier",311,"Tonnen"
2009,178,"Russikon","Karton",66,"Tonnen"
2009,178,"Russikon","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2009,178,"Russikon","Glas",118,"Tonnen"
2009,178,"Russikon","Metalle",59,"Tonnen"
2009,178,"Russikon","Altöl",1,"Tonnen"
2009,178,"Russikon","Grubengut",0,"Tonnen"
2008,178,"Russikon","Brennbare Abfälle und Sperrgut",737,"Tonnen"
2008,178,"Russikon","Biogene Abfälle",1272,"Tonnen"
2008,178,"Russikon","Papier",302,"Tonnen"
2008,178,"Russikon","Karton",63,"Tonnen"
2008,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,178,"Russikon","Glas",122,"Tonnen"
2008,178,"Russikon","Metalle",48,"Tonnen"
2008,178,"Russikon","Altöl",2,"Tonnen"
2008,178,"Russikon","Grubengut",0,"Tonnen"
2007,178,"Russikon","Brennbare Abfälle und Sperrgut",732,"Tonnen"
2007,178,"Russikon","Biogene Abfälle",206,"Tonnen"
2007,178,"Russikon","Papier",344,"Tonnen"
2007,178,"Russikon","Karton",68,"Tonnen"
2007,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2007,178,"Russikon","Glas",120,"Tonnen"
2007,178,"Russikon","Metalle",52,"Tonnen"
2007,178,"Russikon","Altöl",2,"Tonnen"
2007,178,"Russikon","Grubengut",0,"Tonnen"
2006,178,"Russikon","Brennbare Abfälle und Sperrgut",733,"Tonnen"
2006,178,"Russikon","Biogene Abfälle",277,"Tonnen"
2006,178,"Russikon","Papier",319,"Tonnen"
2006,178,"Russikon","Karton",72,"Tonnen"
2006,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2006,178,"Russikon","Glas",120,"Tonnen"
2006,178,"Russikon","Metalle",71,"Tonnen"
2006,178,"Russikon","Altöl",1,"Tonnen"
2006,178,"Russikon","Grubengut",0,"Tonnen"
2005,178,"Russikon","Brennbare Abfälle und Sperrgut",720,"Tonnen"
2005,178,"Russikon","Biogene Abfälle",183,"Tonnen"
2005,178,"Russikon","Papier",322,"Tonnen"
2005,178,"Russikon","Karton",70,"Tonnen"
2005,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2005,178,"Russikon","Glas",127,"Tonnen"
2005,178,"Russikon","Metalle",73,"Tonnen"
2005,178,"Russikon","Altöl",1,"Tonnen"
2005,178,"Russikon","Grubengut",0,"Tonnen"
2004,178,"Russikon","Brennbare Abfälle und Sperrgut",780,"Tonnen"
2004,178,"Russikon","Biogene Abfälle",167,"Tonnen"
2004,178,"Russikon","Papier",297,"Tonnen"
2004,178,"Russikon","Karton",57,"Tonnen"
2004,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2004,178,"Russikon","Glas",128,"Tonnen"
2004,178,"Russikon","Metalle",8,"Tonnen"
2004,178,"Russikon","Altöl",0,"Tonnen"
2004,178,"Russikon","Grubengut",0,"Tonnen"
2003,178,"Russikon","Brennbare Abfälle und Sperrgut",669,"Tonnen"
2003,178,"Russikon","Biogene Abfälle",153,"Tonnen"
2003,178,"Russikon","Papier",359,"Tonnen"
2003,178,"Russikon","Karton",59,"Tonnen"
2003,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2003,178,"Russikon","Glas",114,"Tonnen"
2003,178,"Russikon","Metalle",89,"Tonnen"
2003,178,"Russikon","Altöl",1,"Tonnen"
2003,178,"Russikon","Grubengut",0,"Tonnen"
2002,178,"Russikon","Brennbare Abfälle und Sperrgut",666,"Tonnen"
2002,178,"Russikon","Biogene Abfälle",151,"Tonnen"
2002,178,"Russikon","Papier",310,"Tonnen"
2002,178,"Russikon","Karton",52,"Tonnen"
2002,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,178,"Russikon","Glas",112,"Tonnen"
2002,178,"Russikon","Metalle",90,"Tonnen"
2002,178,"Russikon","Altöl",1,"Tonnen"
2002,178,"Russikon","Grubengut",0,"Tonnen"
2001,178,"Russikon","Brennbare Abfälle und Sperrgut",663,"Tonnen"
2001,178,"Russikon","Biogene Abfälle",142,"Tonnen"
2001,178,"Russikon","Papier",371,"Tonnen"
2001,178,"Russikon","Karton",0,"Tonnen"
2001,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,178,"Russikon","Glas",111,"Tonnen"
2001,178,"Russikon","Metalle",102,"Tonnen"
2001,178,"Russikon","Altöl",0,"Tonnen"
2001,178,"Russikon","Grubengut",0,"Tonnen"
2000,178,"Russikon","Brennbare Abfälle und Sperrgut",1737,"Tonnen"
2000,178,"Russikon","Biogene Abfälle",524,"Tonnen"
2000,178,"Russikon","Papier",928,"Tonnen"
2000,178,"Russikon","Karton",156,"Tonnen"
2000,178,"Russikon","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,178,"Russikon","Glas",432,"Tonnen"
2000,178,"Russikon","Metalle",212,"Tonnen"
2000,178,"Russikon","Altöl",5,"Tonnen"
2000,178,"Russikon","Grubengut",57,"Tonnen"
2021,180,"Weisslingen","Brennbare Abfälle und Sperrgut",589,"Tonnen"
2021,180,"Weisslingen","Biogene Abfälle",469,"Tonnen"
2021,180,"Weisslingen","Papier",187,"Tonnen"
2021,180,"Weisslingen","Karton",92,"Tonnen"
2021,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2021,180,"Weisslingen","Glas",136,"Tonnen"
2021,180,"Weisslingen","Metalle",70,"Tonnen"
2021,180,"Weisslingen","Textilien",16,"Tonnen"
2021,180,"Weisslingen","Kunststoffe",NA,"Tonnen"
2021,180,"Weisslingen","Altöl",4,"Tonnen"
2021,180,"Weisslingen","Strassenwischgut",29,"Tonnen"
2021,180,"Weisslingen","Strassensammlerschlämme",37,"Tonnen"
2021,180,"Weisslingen","Grubengut",24,"Tonnen"
2020,180,"Weisslingen","Brennbare Abfälle und Sperrgut",570,"Tonnen"
2020,180,"Weisslingen","Biogene Abfälle",569,"Tonnen"
2020,180,"Weisslingen","Papier",187,"Tonnen"
2020,180,"Weisslingen","Karton",90,"Tonnen"
2020,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2020,180,"Weisslingen","Glas",138,"Tonnen"
2020,180,"Weisslingen","Metalle",83,"Tonnen"
2020,180,"Weisslingen","Textilien",15,"Tonnen"
2020,180,"Weisslingen","Kunststoffe",NA,"Tonnen"
2020,180,"Weisslingen","Altöl",4,"Tonnen"
2020,180,"Weisslingen","Strassenwischgut",28,"Tonnen"
2020,180,"Weisslingen","Strassensammlerschlämme",34,"Tonnen"
2020,180,"Weisslingen","Grubengut",27,"Tonnen"
2019,180,"Weisslingen","Brennbare Abfälle und Sperrgut",571,"Tonnen"
2019,180,"Weisslingen","Biogene Abfälle",547,"Tonnen"
2019,180,"Weisslingen","Papier",201,"Tonnen"
2019,180,"Weisslingen","Karton",75,"Tonnen"
2019,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2019,180,"Weisslingen","Glas",125,"Tonnen"
2019,180,"Weisslingen","Metalle",63,"Tonnen"
2019,180,"Weisslingen","Textilien",16,"Tonnen"
2019,180,"Weisslingen","Kunststoffe",NA,"Tonnen"
2019,180,"Weisslingen","Altöl",3,"Tonnen"
2019,180,"Weisslingen","Strassenwischgut",28,"Tonnen"
2019,180,"Weisslingen","Strassensammlerschlämme",47,"Tonnen"
2019,180,"Weisslingen","Grubengut",52,"Tonnen"
2018,180,"Weisslingen","Brennbare Abfälle und Sperrgut",582,"Tonnen"
2018,180,"Weisslingen","Biogene Abfälle",547,"Tonnen"
2018,180,"Weisslingen","Papier",209,"Tonnen"
2018,180,"Weisslingen","Karton",81,"Tonnen"
2018,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2018,180,"Weisslingen","Glas",125,"Tonnen"
2018,180,"Weisslingen","Metalle",76,"Tonnen"
2018,180,"Weisslingen","Textilien",18,"Tonnen"
2018,180,"Weisslingen","Kunststoffe",NA,"Tonnen"
2018,180,"Weisslingen","Altöl",3,"Tonnen"
2018,180,"Weisslingen","Strassenwischgut",22,"Tonnen"
2018,180,"Weisslingen","Strassensammlerschlämme",52,"Tonnen"
2018,180,"Weisslingen","Grubengut",47,"Tonnen"
2017,180,"Weisslingen","Brennbare Abfälle und Sperrgut",572,"Tonnen"
2017,180,"Weisslingen","Biogene Abfälle",524,"Tonnen"
2017,180,"Weisslingen","Papier",217,"Tonnen"
2017,180,"Weisslingen","Karton",72,"Tonnen"
2017,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,180,"Weisslingen","Glas",121,"Tonnen"
2017,180,"Weisslingen","Metalle",63,"Tonnen"
2017,180,"Weisslingen","Altöl",2,"Tonnen"
2017,180,"Weisslingen","Grubengut",71,"Tonnen"
2016,180,"Weisslingen","Brennbare Abfälle und Sperrgut",581,"Tonnen"
2016,180,"Weisslingen","Biogene Abfälle",563,"Tonnen"
2016,180,"Weisslingen","Papier",224,"Tonnen"
2016,180,"Weisslingen","Karton",76,"Tonnen"
2016,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,180,"Weisslingen","Glas",117,"Tonnen"
2016,180,"Weisslingen","Metalle",66,"Tonnen"
2016,180,"Weisslingen","Altöl",3,"Tonnen"
2016,180,"Weisslingen","Grubengut",NA,"Tonnen"
2015,180,"Weisslingen","Brennbare Abfälle und Sperrgut",574,"Tonnen"
2015,180,"Weisslingen","Biogene Abfälle",501,"Tonnen"
2015,180,"Weisslingen","Papier",236,"Tonnen"
2015,180,"Weisslingen","Karton",68,"Tonnen"
2015,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,180,"Weisslingen","Glas",121,"Tonnen"
2015,180,"Weisslingen","Metalle",60,"Tonnen"
2015,180,"Weisslingen","Altöl",2,"Tonnen"
2015,180,"Weisslingen","Grubengut",NA,"Tonnen"
2014,180,"Weisslingen","Brennbare Abfälle und Sperrgut",578,"Tonnen"
2014,180,"Weisslingen","Biogene Abfälle",557,"Tonnen"
2014,180,"Weisslingen","Papier",242,"Tonnen"
2014,180,"Weisslingen","Karton",70,"Tonnen"
2014,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,180,"Weisslingen","Glas",118,"Tonnen"
2014,180,"Weisslingen","Metalle",54,"Tonnen"
2014,180,"Weisslingen","Altöl",2,"Tonnen"
2014,180,"Weisslingen","Grubengut",0,"Tonnen"
2013,180,"Weisslingen","Brennbare Abfälle und Sperrgut",582,"Tonnen"
2013,180,"Weisslingen","Biogene Abfälle",541,"Tonnen"
2013,180,"Weisslingen","Papier",249,"Tonnen"
2013,180,"Weisslingen","Karton",68,"Tonnen"
2013,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,180,"Weisslingen","Glas",114,"Tonnen"
2013,180,"Weisslingen","Metalle",56,"Tonnen"
2013,180,"Weisslingen","Altöl",2,"Tonnen"
2013,180,"Weisslingen","Grubengut",73,"Tonnen"
2012,180,"Weisslingen","Brennbare Abfälle und Sperrgut",595,"Tonnen"
2012,180,"Weisslingen","Biogene Abfälle",602,"Tonnen"
2012,180,"Weisslingen","Papier",264,"Tonnen"
2012,180,"Weisslingen","Karton",66,"Tonnen"
2012,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,180,"Weisslingen","Glas",112,"Tonnen"
2012,180,"Weisslingen","Metalle",58,"Tonnen"
2012,180,"Weisslingen","Altöl",2,"Tonnen"
2012,180,"Weisslingen","Grubengut",30,"Tonnen"
2011,180,"Weisslingen","Brennbare Abfälle und Sperrgut",587,"Tonnen"
2011,180,"Weisslingen","Biogene Abfälle",571,"Tonnen"
2011,180,"Weisslingen","Papier",337,"Tonnen"
2011,180,"Weisslingen","Karton",64,"Tonnen"
2011,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,180,"Weisslingen","Glas",107,"Tonnen"
2011,180,"Weisslingen","Metalle",60,"Tonnen"
2011,180,"Weisslingen","Altöl",2,"Tonnen"
2011,180,"Weisslingen","Grubengut",29,"Tonnen"
2010,180,"Weisslingen","Brennbare Abfälle und Sperrgut",627,"Tonnen"
2010,180,"Weisslingen","Biogene Abfälle",549,"Tonnen"
2010,180,"Weisslingen","Papier",281,"Tonnen"
2010,180,"Weisslingen","Karton",74,"Tonnen"
2010,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,180,"Weisslingen","Glas",107,"Tonnen"
2010,180,"Weisslingen","Metalle",60,"Tonnen"
2010,180,"Weisslingen","Altöl",2,"Tonnen"
2010,180,"Weisslingen","Grubengut",25,"Tonnen"
2009,180,"Weisslingen","Brennbare Abfälle und Sperrgut",608,"Tonnen"
2009,180,"Weisslingen","Biogene Abfälle",0,"Tonnen"
2009,180,"Weisslingen","Papier",348,"Tonnen"
2009,180,"Weisslingen","Karton",74,"Tonnen"
2009,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2009,180,"Weisslingen","Glas",101,"Tonnen"
2009,180,"Weisslingen","Metalle",61,"Tonnen"
2009,180,"Weisslingen","Altöl",0,"Tonnen"
2009,180,"Weisslingen","Grubengut",0,"Tonnen"
2008,180,"Weisslingen","Brennbare Abfälle und Sperrgut",600,"Tonnen"
2008,180,"Weisslingen","Biogene Abfälle",80,"Tonnen"
2008,180,"Weisslingen","Papier",282,"Tonnen"
2008,180,"Weisslingen","Karton",75,"Tonnen"
2008,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,180,"Weisslingen","Glas",114,"Tonnen"
2008,180,"Weisslingen","Metalle",51,"Tonnen"
2008,180,"Weisslingen","Altöl",2,"Tonnen"
2008,180,"Weisslingen","Grubengut",0,"Tonnen"
2007,180,"Weisslingen","Brennbare Abfälle und Sperrgut",594,"Tonnen"
2007,180,"Weisslingen","Biogene Abfälle",0,"Tonnen"
2007,180,"Weisslingen","Papier",288,"Tonnen"
2007,180,"Weisslingen","Karton",88,"Tonnen"
2007,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2007,180,"Weisslingen","Glas",119,"Tonnen"
2007,180,"Weisslingen","Metalle",54,"Tonnen"
2007,180,"Weisslingen","Altöl",2,"Tonnen"
2007,180,"Weisslingen","Grubengut",0,"Tonnen"
2006,180,"Weisslingen","Brennbare Abfälle und Sperrgut",578,"Tonnen"
2006,180,"Weisslingen","Biogene Abfälle",0,"Tonnen"
2006,180,"Weisslingen","Papier",262,"Tonnen"
2006,180,"Weisslingen","Karton",84,"Tonnen"
2006,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2006,180,"Weisslingen","Glas",113,"Tonnen"
2006,180,"Weisslingen","Metalle",66,"Tonnen"
2006,180,"Weisslingen","Altöl",3,"Tonnen"
2006,180,"Weisslingen","Grubengut",0,"Tonnen"
2005,180,"Weisslingen","Brennbare Abfälle und Sperrgut",556,"Tonnen"
2005,180,"Weisslingen","Biogene Abfälle",511,"Tonnen"
2005,180,"Weisslingen","Papier",335,"Tonnen"
2005,180,"Weisslingen","Karton",64,"Tonnen"
2005,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2005,180,"Weisslingen","Glas",355,"Tonnen"
2005,180,"Weisslingen","Metalle",66,"Tonnen"
2005,180,"Weisslingen","Altöl",2,"Tonnen"
2005,180,"Weisslingen","Grubengut",0,"Tonnen"
2004,180,"Weisslingen","Brennbare Abfälle und Sperrgut",558,"Tonnen"
2004,180,"Weisslingen","Biogene Abfälle",454,"Tonnen"
2004,180,"Weisslingen","Papier",336,"Tonnen"
2004,180,"Weisslingen","Karton",53,"Tonnen"
2004,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2004,180,"Weisslingen","Glas",215,"Tonnen"
2004,180,"Weisslingen","Metalle",77,"Tonnen"
2004,180,"Weisslingen","Altöl",6,"Tonnen"
2004,180,"Weisslingen","Grubengut",4,"Tonnen"
2003,180,"Weisslingen","Brennbare Abfälle und Sperrgut",532,"Tonnen"
2003,180,"Weisslingen","Biogene Abfälle",427,"Tonnen"
2003,180,"Weisslingen","Papier",317,"Tonnen"
2003,180,"Weisslingen","Karton",55,"Tonnen"
2003,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2003,180,"Weisslingen","Glas",194,"Tonnen"
2003,180,"Weisslingen","Metalle",64,"Tonnen"
2003,180,"Weisslingen","Altöl",3,"Tonnen"
2003,180,"Weisslingen","Grubengut",129,"Tonnen"
2002,180,"Weisslingen","Brennbare Abfälle und Sperrgut",509,"Tonnen"
2002,180,"Weisslingen","Biogene Abfälle",396,"Tonnen"
2002,180,"Weisslingen","Papier",219,"Tonnen"
2002,180,"Weisslingen","Karton",157,"Tonnen"
2002,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,180,"Weisslingen","Glas",180,"Tonnen"
2002,180,"Weisslingen","Metalle",61,"Tonnen"
2002,180,"Weisslingen","Altöl",3,"Tonnen"
2002,180,"Weisslingen","Grubengut",0,"Tonnen"
2001,180,"Weisslingen","Brennbare Abfälle und Sperrgut",520,"Tonnen"
2001,180,"Weisslingen","Biogene Abfälle",376,"Tonnen"
2001,180,"Weisslingen","Papier",282,"Tonnen"
2001,180,"Weisslingen","Karton",0,"Tonnen"
2001,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,180,"Weisslingen","Glas",91,"Tonnen"
2001,180,"Weisslingen","Metalle",57,"Tonnen"
2001,180,"Weisslingen","Altöl",2,"Tonnen"
2001,180,"Weisslingen","Grubengut",36,"Tonnen"
2000,180,"Weisslingen","Brennbare Abfälle und Sperrgut",2469,"Tonnen"
2000,180,"Weisslingen","Biogene Abfälle",505,"Tonnen"
2000,180,"Weisslingen","Papier",1149,"Tonnen"
2000,180,"Weisslingen","Karton",177,"Tonnen"
2000,180,"Weisslingen","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,180,"Weisslingen","Glas",423,"Tonnen"
2000,180,"Weisslingen","Metalle",54,"Tonnen"
2000,180,"Weisslingen","Altöl",3,"Tonnen"
2000,180,"Weisslingen","Grubengut",8,"Tonnen"
2021,181,"Wila","Brennbare Abfälle und Sperrgut",422,"Tonnen"
2021,181,"Wila","Biogene Abfälle",219,"Tonnen"
2021,181,"Wila","Papier",72,"Tonnen"
2021,181,"Wila","Karton",26,"Tonnen"
2021,181,"Wila","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2021,181,"Wila","Glas",61,"Tonnen"
2021,181,"Wila","Metalle",19,"Tonnen"
2021,181,"Wila","Textilien",7,"Tonnen"
2021,181,"Wila","Kunststoffe",NA,"Tonnen"
2021,181,"Wila","Altöl",1,"Tonnen"
2021,181,"Wila","Strassenwischgut",4,"Tonnen"
2021,181,"Wila","Strassensammlerschlämme",85,"Tonnen"
2021,181,"Wila","Grubengut",28,"Tonnen"
2020,181,"Wila","Brennbare Abfälle und Sperrgut",396,"Tonnen"
2020,181,"Wila","Biogene Abfälle",199,"Tonnen"
2020,181,"Wila","Papier",71,"Tonnen"
2020,181,"Wila","Karton",25,"Tonnen"
2020,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2020,181,"Wila","Glas",62,"Tonnen"
2020,181,"Wila","Metalle",18,"Tonnen"
2020,181,"Wila","Textilien",30,"Tonnen"
2020,181,"Wila","Kunststoffe",NA,"Tonnen"
2020,181,"Wila","Altöl",0,"Tonnen"
2020,181,"Wila","Strassenwischgut",NA,"Tonnen"
2020,181,"Wila","Strassensammlerschlämme",NA,"Tonnen"
2020,181,"Wila","Grubengut",37,"Tonnen"
2019,181,"Wila","Brennbare Abfälle und Sperrgut",381,"Tonnen"
2019,181,"Wila","Biogene Abfälle",196,"Tonnen"
2019,181,"Wila","Papier",80,"Tonnen"
2019,181,"Wila","Karton",27,"Tonnen"
2019,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2019,181,"Wila","Glas",55,"Tonnen"
2019,181,"Wila","Metalle",14,"Tonnen"
2019,181,"Wila","Textilien",40,"Tonnen"
2019,181,"Wila","Kunststoffe",NA,"Tonnen"
2019,181,"Wila","Altöl",0,"Tonnen"
2019,181,"Wila","Strassenwischgut",15,"Tonnen"
2019,181,"Wila","Strassensammlerschlämme",21,"Tonnen"
2019,181,"Wila","Grubengut",30,"Tonnen"
2018,181,"Wila","Brennbare Abfälle und Sperrgut",391,"Tonnen"
2018,181,"Wila","Biogene Abfälle",177,"Tonnen"
2018,181,"Wila","Papier",84,"Tonnen"
2018,181,"Wila","Karton",23,"Tonnen"
2018,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2018,181,"Wila","Glas",51,"Tonnen"
2018,181,"Wila","Metalle",17,"Tonnen"
2018,181,"Wila","Textilien",10,"Tonnen"
2018,181,"Wila","Kunststoffe",0,"Tonnen"
2018,181,"Wila","Altöl",1,"Tonnen"
2018,181,"Wila","Strassenwischgut",12,"Tonnen"
2018,181,"Wila","Strassensammlerschlämme",214,"Tonnen"
2018,181,"Wila","Grubengut",51,"Tonnen"
2017,181,"Wila","Brennbare Abfälle und Sperrgut",380,"Tonnen"
2017,181,"Wila","Biogene Abfälle",164,"Tonnen"
2017,181,"Wila","Papier",91,"Tonnen"
2017,181,"Wila","Karton",21,"Tonnen"
2017,181,"Wila","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,181,"Wila","Glas",46,"Tonnen"
2017,181,"Wila","Metalle",17,"Tonnen"
2017,181,"Wila","Altöl",0,"Tonnen"
2017,181,"Wila","Grubengut",54,"Tonnen"
2016,181,"Wila","Brennbare Abfälle und Sperrgut",380,"Tonnen"
2016,181,"Wila","Biogene Abfälle",187,"Tonnen"
2016,181,"Wila","Papier",92,"Tonnen"
2016,181,"Wila","Karton",23,"Tonnen"
2016,181,"Wila","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,181,"Wila","Glas",45,"Tonnen"
2016,181,"Wila","Metalle",13,"Tonnen"
2016,181,"Wila","Altöl",0,"Tonnen"
2016,181,"Wila","Grubengut",NA,"Tonnen"
2015,181,"Wila","Brennbare Abfälle und Sperrgut",383,"Tonnen"
2015,181,"Wila","Biogene Abfälle",197,"Tonnen"
2015,181,"Wila","Papier",93,"Tonnen"
2015,181,"Wila","Karton",18,"Tonnen"
2015,181,"Wila","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,181,"Wila","Glas",48,"Tonnen"
2015,181,"Wila","Metalle",16,"Tonnen"
2015,181,"Wila","Altöl",0,"Tonnen"
2015,181,"Wila","Grubengut",NA,"Tonnen"
2014,181,"Wila","Brennbare Abfälle und Sperrgut",398,"Tonnen"
2014,181,"Wila","Biogene Abfälle",190,"Tonnen"
2014,181,"Wila","Papier",98,"Tonnen"
2014,181,"Wila","Karton",17,"Tonnen"
2014,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,181,"Wila","Glas",48,"Tonnen"
2014,181,"Wila","Metalle",13,"Tonnen"
2014,181,"Wila","Altöl",0,"Tonnen"
2014,181,"Wila","Grubengut",0,"Tonnen"
2013,181,"Wila","Brennbare Abfälle und Sperrgut",392,"Tonnen"
2013,181,"Wila","Biogene Abfälle",182,"Tonnen"
2013,181,"Wila","Papier",102,"Tonnen"
2013,181,"Wila","Karton",17,"Tonnen"
2013,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,181,"Wila","Glas",47,"Tonnen"
2013,181,"Wila","Metalle",12,"Tonnen"
2013,181,"Wila","Altöl",0,"Tonnen"
2013,181,"Wila","Grubengut",51,"Tonnen"
2012,181,"Wila","Brennbare Abfälle und Sperrgut",395,"Tonnen"
2012,181,"Wila","Biogene Abfälle",204,"Tonnen"
2012,181,"Wila","Papier",107,"Tonnen"
2012,181,"Wila","Karton",17,"Tonnen"
2012,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,181,"Wila","Glas",47,"Tonnen"
2012,181,"Wila","Metalle",13,"Tonnen"
2012,181,"Wila","Altöl",1,"Tonnen"
2012,181,"Wila","Grubengut",32,"Tonnen"
2011,181,"Wila","Brennbare Abfälle und Sperrgut",385,"Tonnen"
2011,181,"Wila","Biogene Abfälle",211,"Tonnen"
2011,181,"Wila","Papier",112,"Tonnen"
2011,181,"Wila","Karton",16,"Tonnen"
2011,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,181,"Wila","Glas",46,"Tonnen"
2011,181,"Wila","Metalle",14,"Tonnen"
2011,181,"Wila","Altöl",0,"Tonnen"
2011,181,"Wila","Grubengut",35,"Tonnen"
2010,181,"Wila","Brennbare Abfälle und Sperrgut",376,"Tonnen"
2010,181,"Wila","Biogene Abfälle",182,"Tonnen"
2010,181,"Wila","Papier",116,"Tonnen"
2010,181,"Wila","Karton",16,"Tonnen"
2010,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,181,"Wila","Glas",47,"Tonnen"
2010,181,"Wila","Metalle",12,"Tonnen"
2010,181,"Wila","Altöl",1,"Tonnen"
2010,181,"Wila","Grubengut",29,"Tonnen"
2009,181,"Wila","Brennbare Abfälle und Sperrgut",377,"Tonnen"
2009,181,"Wila","Biogene Abfälle",179,"Tonnen"
2009,181,"Wila","Papier",110,"Tonnen"
2009,181,"Wila","Karton",13,"Tonnen"
2009,181,"Wila","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2009,181,"Wila","Glas",40,"Tonnen"
2009,181,"Wila","Metalle",12,"Tonnen"
2009,181,"Wila","Altöl",0,"Tonnen"
2009,181,"Wila","Grubengut",0,"Tonnen"
