"Jahr","Gemeinde_Nr","Gemeinde","Abfallart","Wert","Einheit"
2008,181,"Wila","Brennbare Abfälle und Sperrgut",368,"Tonnen"
2008,181,"Wila","Biogene Abfälle",0,"Tonnen"
2008,181,"Wila","Papier",126,"Tonnen"
2008,181,"Wila","Karton",14,"Tonnen"
2008,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,181,"Wila","Glas",38,"Tonnen"
2008,181,"Wila","Metalle",11,"Tonnen"
2008,181,"Wila","Altöl",0,"Tonnen"
2008,181,"Wila","Grubengut",0,"Tonnen"
2007,181,"Wila","Brennbare Abfälle und Sperrgut",361,"Tonnen"
2007,181,"Wila","Biogene Abfälle",130,"Tonnen"
2007,181,"Wila","Papier",121,"Tonnen"
2007,181,"Wila","Karton",16,"Tonnen"
2007,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2007,181,"Wila","Glas",41,"Tonnen"
2007,181,"Wila","Metalle",12,"Tonnen"
2007,181,"Wila","Altöl",0,"Tonnen"
2007,181,"Wila","Grubengut",0,"Tonnen"
2006,181,"Wila","Brennbare Abfälle und Sperrgut",355,"Tonnen"
2006,181,"Wila","Biogene Abfälle",136,"Tonnen"
2006,181,"Wila","Papier",126,"Tonnen"
2006,181,"Wila","Karton",18,"Tonnen"
2006,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2006,181,"Wila","Glas",44,"Tonnen"
2006,181,"Wila","Metalle",15,"Tonnen"
2006,181,"Wila","Altöl",1,"Tonnen"
2006,181,"Wila","Grubengut",0,"Tonnen"
2005,181,"Wila","Brennbare Abfälle und Sperrgut",330,"Tonnen"
2005,181,"Wila","Biogene Abfälle",125,"Tonnen"
2005,181,"Wila","Papier",124,"Tonnen"
2005,181,"Wila","Karton",14,"Tonnen"
2005,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2005,181,"Wila","Glas",49,"Tonnen"
2005,181,"Wila","Metalle",16,"Tonnen"
2005,181,"Wila","Altöl",1,"Tonnen"
2005,181,"Wila","Grubengut",0,"Tonnen"
2004,181,"Wila","Brennbare Abfälle und Sperrgut",324,"Tonnen"
2004,181,"Wila","Biogene Abfälle",134,"Tonnen"
2004,181,"Wila","Papier",110,"Tonnen"
2004,181,"Wila","Karton",15,"Tonnen"
2004,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2004,181,"Wila","Glas",49,"Tonnen"
2004,181,"Wila","Metalle",16,"Tonnen"
2004,181,"Wila","Altöl",0,"Tonnen"
2004,181,"Wila","Grubengut",33,"Tonnen"
2003,181,"Wila","Brennbare Abfälle und Sperrgut",301,"Tonnen"
2003,181,"Wila","Biogene Abfälle",166,"Tonnen"
2003,181,"Wila","Papier",105,"Tonnen"
2003,181,"Wila","Karton",15,"Tonnen"
2003,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2003,181,"Wila","Glas",46,"Tonnen"
2003,181,"Wila","Metalle",15,"Tonnen"
2003,181,"Wila","Altöl",0,"Tonnen"
2003,181,"Wila","Grubengut",30,"Tonnen"
2002,181,"Wila","Brennbare Abfälle und Sperrgut",305,"Tonnen"
2002,181,"Wila","Biogene Abfälle",304,"Tonnen"
2002,181,"Wila","Papier",106,"Tonnen"
2002,181,"Wila","Karton",15,"Tonnen"
2002,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,181,"Wila","Glas",42,"Tonnen"
2002,181,"Wila","Metalle",22,"Tonnen"
2002,181,"Wila","Altöl",0,"Tonnen"
2002,181,"Wila","Grubengut",23,"Tonnen"
2001,181,"Wila","Brennbare Abfälle und Sperrgut",290,"Tonnen"
2001,181,"Wila","Biogene Abfälle",190,"Tonnen"
2001,181,"Wila","Papier",139,"Tonnen"
2001,181,"Wila","Karton",16,"Tonnen"
2001,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,181,"Wila","Glas",41,"Tonnen"
2001,181,"Wila","Metalle",27,"Tonnen"
2001,181,"Wila","Altöl",1,"Tonnen"
2001,181,"Wila","Grubengut",40,"Tonnen"
2000,181,"Wila","Brennbare Abfälle und Sperrgut",1151,"Tonnen"
2000,181,"Wila","Biogene Abfälle",712,"Tonnen"
2000,181,"Wila","Papier",524,"Tonnen"
2000,181,"Wila","Karton",93,"Tonnen"
2000,181,"Wila","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,181,"Wila","Glas",273,"Tonnen"
2000,181,"Wila","Metalle",27,"Tonnen"
2000,181,"Wila","Altöl",2,"Tonnen"
2000,181,"Wila","Grubengut",27,"Tonnen"
2021,182,"Wildberg","Brennbare Abfälle und Sperrgut",208,"Tonnen"
2021,182,"Wildberg","Biogene Abfälle",208,"Tonnen"
2021,182,"Wildberg","Papier",25,"Tonnen"
2021,182,"Wildberg","Karton",NA,"Tonnen"
2021,182,"Wildberg","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2021,182,"Wildberg","Glas",30,"Tonnen"
2021,182,"Wildberg","Metalle",15,"Tonnen"
2021,182,"Wildberg","Textilien",3,"Tonnen"
2021,182,"Wildberg","Kunststoffe",NA,"Tonnen"
2021,182,"Wildberg","Altöl",5,"Tonnen"
2021,182,"Wildberg","Strassenwischgut",8,"Tonnen"
2021,182,"Wildberg","Strassensammlerschlämme",NA,"Tonnen"
2021,182,"Wildberg","Grubengut",13,"Tonnen"
2020,182,"Wildberg","Brennbare Abfälle und Sperrgut",183,"Tonnen"
2020,182,"Wildberg","Biogene Abfälle",189,"Tonnen"
2020,182,"Wildberg","Papier",28,"Tonnen"
2020,182,"Wildberg","Karton",NA,"Tonnen"
2020,182,"Wildberg","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2020,182,"Wildberg","Glas",27,"Tonnen"
2020,182,"Wildberg","Metalle",17,"Tonnen"
2020,182,"Wildberg","Textilien",3,"Tonnen"
2020,182,"Wildberg","Kunststoffe",NA,"Tonnen"
2020,182,"Wildberg","Altöl",1,"Tonnen"
2020,182,"Wildberg","Strassenwischgut",13,"Tonnen"
2020,182,"Wildberg","Strassensammlerschlämme",NA,"Tonnen"
2020,182,"Wildberg","Grubengut",11,"Tonnen"
2019,182,"Wildberg","Brennbare Abfälle und Sperrgut",180,"Tonnen"
2019,182,"Wildberg","Biogene Abfälle",165,"Tonnen"
2019,182,"Wildberg","Papier",33,"Tonnen"
2019,182,"Wildberg","Karton",NA,"Tonnen"
2019,182,"Wildberg","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2019,182,"Wildberg","Glas",26,"Tonnen"
2019,182,"Wildberg","Metalle",14,"Tonnen"
2019,182,"Wildberg","Textilien",1,"Tonnen"
2019,182,"Wildberg","Kunststoffe",NA,"Tonnen"
2019,182,"Wildberg","Altöl",0,"Tonnen"
2019,182,"Wildberg","Strassenwischgut",12,"Tonnen"
2019,182,"Wildberg","Strassensammlerschlämme",NA,"Tonnen"
2019,182,"Wildberg","Grubengut",10,"Tonnen"
2018,182,"Wildberg","Brennbare Abfälle und Sperrgut",178,"Tonnen"
2018,182,"Wildberg","Biogene Abfälle",127,"Tonnen"
2018,182,"Wildberg","Papier",35,"Tonnen"
2018,182,"Wildberg","Karton",NA,"Tonnen"
2018,182,"Wildberg","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2018,182,"Wildberg","Glas",24,"Tonnen"
2018,182,"Wildberg","Metalle",12,"Tonnen"
2018,182,"Wildberg","Textilien",NA,"Tonnen"
2018,182,"Wildberg","Kunststoffe",NA,"Tonnen"
2018,182,"Wildberg","Altöl",0,"Tonnen"
2018,182,"Wildberg","Strassenwischgut",9,"Tonnen"
2018,182,"Wildberg","Strassensammlerschlämme",NA,"Tonnen"
2018,182,"Wildberg","Grubengut",NA,"Tonnen"
2017,182,"Wildberg","Brennbare Abfälle und Sperrgut",179,"Tonnen"
2017,182,"Wildberg","Biogene Abfälle",117,"Tonnen"
2017,182,"Wildberg","Papier",40,"Tonnen"
2017,182,"Wildberg","Karton",6,"Tonnen"
2017,182,"Wildberg","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,182,"Wildberg","Glas",26,"Tonnen"
2017,182,"Wildberg","Metalle",14,"Tonnen"
2017,182,"Wildberg","Altöl",1,"Tonnen"
2017,182,"Wildberg","Grubengut",0,"Tonnen"
2016,182,"Wildberg","Brennbare Abfälle und Sperrgut",194,"Tonnen"
2016,182,"Wildberg","Biogene Abfälle",198,"Tonnen"
2016,182,"Wildberg","Papier",42,"Tonnen"
2016,182,"Wildberg","Karton",7,"Tonnen"
2016,182,"Wildberg","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,182,"Wildberg","Glas",29,"Tonnen"
2016,182,"Wildberg","Metalle",11,"Tonnen"
2016,182,"Wildberg","Altöl",1,"Tonnen"
2016,182,"Wildberg","Grubengut",0,"Tonnen"
2015,182,"Wildberg","Brennbare Abfälle und Sperrgut",188,"Tonnen"
2015,182,"Wildberg","Biogene Abfälle",111,"Tonnen"
2015,182,"Wildberg","Papier",48,"Tonnen"
2015,182,"Wildberg","Karton",6,"Tonnen"
2015,182,"Wildberg","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,182,"Wildberg","Glas",26,"Tonnen"
2015,182,"Wildberg","Metalle",9,"Tonnen"
2015,182,"Wildberg","Altöl",1,"Tonnen"
2015,182,"Wildberg","Grubengut",0,"Tonnen"
2014,182,"Wildberg","Brennbare Abfälle und Sperrgut",180,"Tonnen"
2014,182,"Wildberg","Biogene Abfälle",118,"Tonnen"
2014,182,"Wildberg","Papier",49,"Tonnen"
2014,182,"Wildberg","Karton",6,"Tonnen"
2014,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,182,"Wildberg","Glas",26,"Tonnen"
2014,182,"Wildberg","Metalle",11,"Tonnen"
2014,182,"Wildberg","Altöl",1,"Tonnen"
2014,182,"Wildberg","Grubengut",0,"Tonnen"
2013,182,"Wildberg","Brennbare Abfälle und Sperrgut",162,"Tonnen"
2013,182,"Wildberg","Biogene Abfälle",121,"Tonnen"
2013,182,"Wildberg","Papier",49,"Tonnen"
2013,182,"Wildberg","Karton",7,"Tonnen"
2013,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,182,"Wildberg","Glas",25,"Tonnen"
2013,182,"Wildberg","Metalle",13,"Tonnen"
2013,182,"Wildberg","Altöl",1,"Tonnen"
2013,182,"Wildberg","Grubengut",0,"Tonnen"
2012,182,"Wildberg","Brennbare Abfälle und Sperrgut",161,"Tonnen"
2012,182,"Wildberg","Biogene Abfälle",110,"Tonnen"
2012,182,"Wildberg","Papier",59,"Tonnen"
2012,182,"Wildberg","Karton",8,"Tonnen"
2012,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,182,"Wildberg","Glas",22,"Tonnen"
2012,182,"Wildberg","Metalle",1,"Tonnen"
2012,182,"Wildberg","Altöl",0,"Tonnen"
2012,182,"Wildberg","Grubengut",0,"Tonnen"
2011,182,"Wildberg","Brennbare Abfälle und Sperrgut",175,"Tonnen"
2011,182,"Wildberg","Biogene Abfälle",107,"Tonnen"
2011,182,"Wildberg","Papier",53,"Tonnen"
2011,182,"Wildberg","Karton",8,"Tonnen"
2011,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,182,"Wildberg","Glas",24,"Tonnen"
2011,182,"Wildberg","Metalle",15,"Tonnen"
2011,182,"Wildberg","Altöl",0,"Tonnen"
2011,182,"Wildberg","Grubengut",0,"Tonnen"
2010,182,"Wildberg","Brennbare Abfälle und Sperrgut",174,"Tonnen"
2010,182,"Wildberg","Biogene Abfälle",76,"Tonnen"
2010,182,"Wildberg","Papier",53,"Tonnen"
2010,182,"Wildberg","Karton",6,"Tonnen"
2010,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,182,"Wildberg","Glas",28,"Tonnen"
2010,182,"Wildberg","Metalle",9,"Tonnen"
2010,182,"Wildberg","Altöl",0,"Tonnen"
2010,182,"Wildberg","Grubengut",0,"Tonnen"
2009,182,"Wildberg","Brennbare Abfälle und Sperrgut",179,"Tonnen"
2009,182,"Wildberg","Biogene Abfälle",120,"Tonnen"
2009,182,"Wildberg","Papier",53,"Tonnen"
2009,182,"Wildberg","Karton",7,"Tonnen"
2009,182,"Wildberg","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2009,182,"Wildberg","Glas",27,"Tonnen"
2009,182,"Wildberg","Metalle",15,"Tonnen"
2009,182,"Wildberg","Altöl",0,"Tonnen"
2009,182,"Wildberg","Grubengut",0,"Tonnen"
2008,182,"Wildberg","Brennbare Abfälle und Sperrgut",161,"Tonnen"
2008,182,"Wildberg","Biogene Abfälle",184,"Tonnen"
2008,182,"Wildberg","Papier",59,"Tonnen"
2008,182,"Wildberg","Karton",6,"Tonnen"
2008,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,182,"Wildberg","Glas",23,"Tonnen"
2008,182,"Wildberg","Metalle",7,"Tonnen"
2008,182,"Wildberg","Altöl",0,"Tonnen"
2008,182,"Wildberg","Grubengut",0,"Tonnen"
2007,182,"Wildberg","Brennbare Abfälle und Sperrgut",161,"Tonnen"
2007,182,"Wildberg","Biogene Abfälle",83,"Tonnen"
2007,182,"Wildberg","Papier",35,"Tonnen"
2007,182,"Wildberg","Karton",5,"Tonnen"
2007,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2007,182,"Wildberg","Glas",31,"Tonnen"
2007,182,"Wildberg","Metalle",16,"Tonnen"
2007,182,"Wildberg","Altöl",0,"Tonnen"
2007,182,"Wildberg","Grubengut",0,"Tonnen"
2006,182,"Wildberg","Brennbare Abfälle und Sperrgut",164,"Tonnen"
2006,182,"Wildberg","Biogene Abfälle",90,"Tonnen"
2006,182,"Wildberg","Papier",56,"Tonnen"
2006,182,"Wildberg","Karton",4,"Tonnen"
2006,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2006,182,"Wildberg","Glas",24,"Tonnen"
2006,182,"Wildberg","Metalle",19,"Tonnen"
2006,182,"Wildberg","Altöl",1,"Tonnen"
2006,182,"Wildberg","Grubengut",0,"Tonnen"
2005,182,"Wildberg","Brennbare Abfälle und Sperrgut",158,"Tonnen"
2005,182,"Wildberg","Biogene Abfälle",76,"Tonnen"
2005,182,"Wildberg","Papier",56,"Tonnen"
2005,182,"Wildberg","Karton",4,"Tonnen"
2005,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2005,182,"Wildberg","Glas",27,"Tonnen"
2005,182,"Wildberg","Metalle",25,"Tonnen"
2005,182,"Wildberg","Altöl",1,"Tonnen"
2005,182,"Wildberg","Grubengut",0,"Tonnen"
2004,182,"Wildberg","Brennbare Abfälle und Sperrgut",160,"Tonnen"
2004,182,"Wildberg","Biogene Abfälle",51,"Tonnen"
2004,182,"Wildberg","Papier",52,"Tonnen"
2004,182,"Wildberg","Karton",5,"Tonnen"
2004,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2004,182,"Wildberg","Glas",29,"Tonnen"
2004,182,"Wildberg","Metalle",28,"Tonnen"
2004,182,"Wildberg","Altöl",1,"Tonnen"
2004,182,"Wildberg","Grubengut",0,"Tonnen"
2003,182,"Wildberg","Brennbare Abfälle und Sperrgut",162,"Tonnen"
2003,182,"Wildberg","Biogene Abfälle",83,"Tonnen"
2003,182,"Wildberg","Papier",54,"Tonnen"
2003,182,"Wildberg","Karton",5,"Tonnen"
2003,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2003,182,"Wildberg","Glas",26,"Tonnen"
2003,182,"Wildberg","Metalle",33,"Tonnen"
2003,182,"Wildberg","Altöl",1,"Tonnen"
2003,182,"Wildberg","Grubengut",0,"Tonnen"
2002,182,"Wildberg","Brennbare Abfälle und Sperrgut",155,"Tonnen"
2002,182,"Wildberg","Biogene Abfälle",59,"Tonnen"
2002,182,"Wildberg","Papier",51,"Tonnen"
2002,182,"Wildberg","Karton",5,"Tonnen"
2002,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2002,182,"Wildberg","Glas",27,"Tonnen"
2002,182,"Wildberg","Metalle",26,"Tonnen"
2002,182,"Wildberg","Altöl",0,"Tonnen"
2002,182,"Wildberg","Grubengut",0,"Tonnen"
2001,182,"Wildberg","Brennbare Abfälle und Sperrgut",148,"Tonnen"
2001,182,"Wildberg","Biogene Abfälle",64,"Tonnen"
2001,182,"Wildberg","Papier",54,"Tonnen"
2001,182,"Wildberg","Karton",6,"Tonnen"
2001,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2001,182,"Wildberg","Glas",24,"Tonnen"
2001,182,"Wildberg","Metalle",28,"Tonnen"
2001,182,"Wildberg","Altöl",1,"Tonnen"
2001,182,"Wildberg","Grubengut",0,"Tonnen"
2000,182,"Wildberg","Brennbare Abfälle und Sperrgut",817,"Tonnen"
2000,182,"Wildberg","Biogene Abfälle",74,"Tonnen"
2000,182,"Wildberg","Papier",265,"Tonnen"
2000,182,"Wildberg","Karton",33,"Tonnen"
2000,182,"Wildberg","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2000,182,"Wildberg","Glas",121,"Tonnen"
2000,182,"Wildberg","Metalle",57,"Tonnen"
2000,182,"Wildberg","Altöl",1,"Tonnen"
2000,182,"Wildberg","Grubengut",105,"Tonnen"
2021,191,"Dübendorf","Brennbare Abfälle und Sperrgut",5205,"Tonnen"
2021,191,"Dübendorf","Biogene Abfälle",2999,"Tonnen"
2021,191,"Dübendorf","Papier",795,"Tonnen"
2021,191,"Dübendorf","Karton",636,"Tonnen"
2021,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2021,191,"Dübendorf","Glas",838,"Tonnen"
2021,191,"Dübendorf","Metalle",230,"Tonnen"
2021,191,"Dübendorf","Textilien",159,"Tonnen"
2021,191,"Dübendorf","Kunststoffe",31,"Tonnen"
2021,191,"Dübendorf","Altöl",6,"Tonnen"
2021,191,"Dübendorf","Strassenwischgut",446,"Tonnen"
2021,191,"Dübendorf","Strassensammlerschlämme",NA,"Tonnen"
2021,191,"Dübendorf","Grubengut",210,"Tonnen"
2020,191,"Dübendorf","Brennbare Abfälle und Sperrgut",5252,"Tonnen"
2020,191,"Dübendorf","Biogene Abfälle",2874,"Tonnen"
2020,191,"Dübendorf","Papier",823,"Tonnen"
2020,191,"Dübendorf","Karton",572,"Tonnen"
2020,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2020,191,"Dübendorf","Glas",802,"Tonnen"
2020,191,"Dübendorf","Metalle",221,"Tonnen"
2020,191,"Dübendorf","Textilien",181,"Tonnen"
2020,191,"Dübendorf","Kunststoffe",8,"Tonnen"
2020,191,"Dübendorf","Altöl",5,"Tonnen"
2020,191,"Dübendorf","Strassenwischgut",341,"Tonnen"
2020,191,"Dübendorf","Strassensammlerschlämme",244,"Tonnen"
2020,191,"Dübendorf","Grubengut",102,"Tonnen"
2019,191,"Dübendorf","Brennbare Abfälle und Sperrgut",4845,"Tonnen"
2019,191,"Dübendorf","Biogene Abfälle",2867,"Tonnen"
2019,191,"Dübendorf","Papier",964,"Tonnen"
2019,191,"Dübendorf","Karton",461,"Tonnen"
2019,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2019,191,"Dübendorf","Glas",634,"Tonnen"
2019,191,"Dübendorf","Metalle",197,"Tonnen"
2019,191,"Dübendorf","Textilien",171,"Tonnen"
2019,191,"Dübendorf","Kunststoffe",NA,"Tonnen"
2019,191,"Dübendorf","Altöl",6,"Tonnen"
2019,191,"Dübendorf","Strassenwischgut",259,"Tonnen"
2019,191,"Dübendorf","Strassensammlerschlämme",296,"Tonnen"
2019,191,"Dübendorf","Grubengut",105,"Tonnen"
2018,191,"Dübendorf","Brennbare Abfälle und Sperrgut",4230,"Tonnen"
2018,191,"Dübendorf","Biogene Abfälle",2670,"Tonnen"
2018,191,"Dübendorf","Papier",1034,"Tonnen"
2018,191,"Dübendorf","Karton",433,"Tonnen"
2018,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2018,191,"Dübendorf","Glas",633,"Tonnen"
2018,191,"Dübendorf","Metalle",198,"Tonnen"
2018,191,"Dübendorf","Textilien",164,"Tonnen"
2018,191,"Dübendorf","Kunststoffe",9,"Tonnen"
2018,191,"Dübendorf","Altöl",7,"Tonnen"
2018,191,"Dübendorf","Strassenwischgut",135,"Tonnen"
2018,191,"Dübendorf","Strassensammlerschlämme",327,"Tonnen"
2018,191,"Dübendorf","Grubengut",102,"Tonnen"
2017,191,"Dübendorf","Brennbare Abfälle und Sperrgut",4998,"Tonnen"
2017,191,"Dübendorf","Biogene Abfälle",2719,"Tonnen"
2017,191,"Dübendorf","Papier",1121,"Tonnen"
2017,191,"Dübendorf","Karton",423,"Tonnen"
2017,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2017,191,"Dübendorf","Glas",661,"Tonnen"
2017,191,"Dübendorf","Metalle",197,"Tonnen"
2017,191,"Dübendorf","Altöl",6,"Tonnen"
2017,191,"Dübendorf","Grubengut",113,"Tonnen"
2016,191,"Dübendorf","Brennbare Abfälle und Sperrgut",5107,"Tonnen"
2016,191,"Dübendorf","Biogene Abfälle",2824,"Tonnen"
2016,191,"Dübendorf","Papier",1278,"Tonnen"
2016,191,"Dübendorf","Karton",440,"Tonnen"
2016,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2016,191,"Dübendorf","Glas",710,"Tonnen"
2016,191,"Dübendorf","Metalle",210,"Tonnen"
2016,191,"Dübendorf","Altöl",5,"Tonnen"
2016,191,"Dübendorf","Grubengut",110,"Tonnen"
2015,191,"Dübendorf","Brennbare Abfälle und Sperrgut",4904,"Tonnen"
2015,191,"Dübendorf","Biogene Abfälle",2609,"Tonnen"
2015,191,"Dübendorf","Papier",1366,"Tonnen"
2015,191,"Dübendorf","Karton",442,"Tonnen"
2015,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2015,191,"Dübendorf","Glas",757,"Tonnen"
2015,191,"Dübendorf","Metalle",229,"Tonnen"
2015,191,"Dübendorf","Altöl",6,"Tonnen"
2015,191,"Dübendorf","Grubengut",50,"Tonnen"
2014,191,"Dübendorf","Brennbare Abfälle und Sperrgut",4808,"Tonnen"
2014,191,"Dübendorf","Biogene Abfälle",2823,"Tonnen"
2014,191,"Dübendorf","Papier",1474,"Tonnen"
2014,191,"Dübendorf","Karton",433,"Tonnen"
2014,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2014,191,"Dübendorf","Glas",740,"Tonnen"
2014,191,"Dübendorf","Metalle",196,"Tonnen"
2014,191,"Dübendorf","Altöl",3,"Tonnen"
2014,191,"Dübendorf","Grubengut",134,"Tonnen"
2013,191,"Dübendorf","Brennbare Abfälle und Sperrgut",4839,"Tonnen"
2013,191,"Dübendorf","Biogene Abfälle",2714,"Tonnen"
2013,191,"Dübendorf","Papier",1538,"Tonnen"
2013,191,"Dübendorf","Karton",476,"Tonnen"
2013,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2013,191,"Dübendorf","Glas",798,"Tonnen"
2013,191,"Dübendorf","Metalle",215,"Tonnen"
2013,191,"Dübendorf","Altöl",5,"Tonnen"
2013,191,"Dübendorf","Grubengut",151,"Tonnen"
2012,191,"Dübendorf","Brennbare Abfälle und Sperrgut",4504,"Tonnen"
2012,191,"Dübendorf","Biogene Abfälle",2960,"Tonnen"
2012,191,"Dübendorf","Papier",1629,"Tonnen"
2012,191,"Dübendorf","Karton",547,"Tonnen"
2012,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2012,191,"Dübendorf","Glas",790,"Tonnen"
2012,191,"Dübendorf","Metalle",226,"Tonnen"
2012,191,"Dübendorf","Altöl",6,"Tonnen"
2012,191,"Dübendorf","Grubengut",127,"Tonnen"
2011,191,"Dübendorf","Brennbare Abfälle und Sperrgut",4376,"Tonnen"
2011,191,"Dübendorf","Biogene Abfälle",2759,"Tonnen"
2011,191,"Dübendorf","Papier",2296,"Tonnen"
2011,191,"Dübendorf","Karton",523,"Tonnen"
2011,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2011,191,"Dübendorf","Glas",777,"Tonnen"
2011,191,"Dübendorf","Metalle",223,"Tonnen"
2011,191,"Dübendorf","Altöl",5,"Tonnen"
2011,191,"Dübendorf","Grubengut",135,"Tonnen"
2010,191,"Dübendorf","Brennbare Abfälle und Sperrgut",4593,"Tonnen"
2010,191,"Dübendorf","Biogene Abfälle",2642,"Tonnen"
2010,191,"Dübendorf","Papier",1969,"Tonnen"
2010,191,"Dübendorf","Karton",537,"Tonnen"
2010,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2010,191,"Dübendorf","Glas",788,"Tonnen"
2010,191,"Dübendorf","Metalle",251,"Tonnen"
2010,191,"Dübendorf","Altöl",6,"Tonnen"
2010,191,"Dübendorf","Grubengut",160,"Tonnen"
2009,191,"Dübendorf","Brennbare Abfälle und Sperrgut",3487,"Tonnen"
2009,191,"Dübendorf","Biogene Abfälle",2716,"Tonnen"
2009,191,"Dübendorf","Papier",2003,"Tonnen"
2009,191,"Dübendorf","Karton",552,"Tonnen"
2009,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",NA,"Tonnen"
2009,191,"Dübendorf","Glas",836,"Tonnen"
2009,191,"Dübendorf","Metalle",274,"Tonnen"
2009,191,"Dübendorf","Altöl",6,"Tonnen"
2009,191,"Dübendorf","Grubengut",0,"Tonnen"
2008,191,"Dübendorf","Brennbare Abfälle und Sperrgut",4457,"Tonnen"
2008,191,"Dübendorf","Biogene Abfälle",0,"Tonnen"
2008,191,"Dübendorf","Papier",2136,"Tonnen"
2008,191,"Dübendorf","Karton",503,"Tonnen"
2008,191,"Dübendorf","Papier + Karton falls nicht separat angegeben",0,"Tonnen"
2008,191,"Dübendorf","Glas",872,"Tonnen"
2008,191,"Dübendorf","Metalle",284,"Tonnen"
2008,191,"Dübendorf","Altöl",7,"Tonnen"
2008,191,"Dübendorf","Grubengut",0,"Tonnen"
2007,191,"Dübendorf","Brennbare Abfälle und Sperrgut",4341,"Tonnen"
2007,191,"Dübendorf","Biogene Abfälle",2611,"Tonnen"
2007,191,"Dübendorf","Papier",2092,"Tonnen"
2007,191,"Dübendorf","Karton",496,"Tonnen"
